source_token,source_lemma,target_rendering,block_id
རྗེས་སུ་ཟུངས་ཤིག,རྗེས་སུ་ཟུངས་ཤིག,hold_me_in_your_care,6-7
དམ་ཆོས་སྒྲུབ་པའི,དམ་ཆོས་སྒྲུབ་པའི,for_practicing_sublime_Dharma,6-8
འགལ་རྐྱེན,འགལ་རྐྱེན,adverse_conditions,6-8
ཞི་ཞིང,ཞི་ཞིང,pacify,6-8
ཚེ,ཚེ,lifespan,6-8
བསོད,བསོད,merit,6-8
དཔལ་འབྱོར,དཔལ་འབྱོར,prosperity,6-8
རིག་དང,རིག་དང,intelligence_and,6-8
བརྩེ་བའི,བརྩེ་བའི,compassion,6-8
མཐུན་རྐྱེན་མ་ལུས,མཐུན་རྐྱེན་མ་ལུས,all_favorable_conditions,6-8
ཕུན་སུམ་ཚོགས་པས,ཕུན་སུམ་ཚོགས་པས,with_perfect_abundance,6-8
དོན་གཉིས,དོན་གཉིས,two_benefits,6-8
འགྲུབ་པར,འགྲུབ་པར,to_be_accomplished,6-8
བྱིན་གྱིས་རློབས་ཤིག,བྱིན་གྱིས་རློབས་ཤིག,grant_your_blessings,6-8
ན་མོ་ཨཱརྻ་ཏཱ་ར་ཡེ,ན་མོ་ཨཱརྻ་ཏཱ་ར་ཡེ,Namo_Ārya_Tārāye,7-1
གང་གི་ཐུགས་རྗེ,གང་གི་ཐུགས་རྗེ,your_compassion,7-2
རྡུལ་བྲལ,རྡུལ་བྲལ,stainless,7-2
རིན་ཆེན་གྲུས,རིན་ཆེན་གྲུས,with_precious_vessel,7-2
སྲིད་དང་ཞི་བའི,སྲིད་དང་ཞི་བའི,of_existence_and_peace,7-2
ཆུ་གཏེར,ཆུ་གཏེར,ocean,7-2
ལས,ལས,from,7-2
བསྒྲལ་ནས,བསྒྲལ་ནས,rescue,7-2
བྱང་ཆུབ་སྙིང་པོའི་གྲོང་དུ,བྱང་ཆུབ་སྙིང་པོའི་གྲོང་དུ,in_city_of_heart_of_enlightenment,7-2
དབུགས་འབྱིན་པའི,དབུགས་འབྱིན་པའི,grant_relief,7-2
འཕགས་མ,འཕགས་མ,Noble_Lady,7-2
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,Wish-Fulfilling_Wheel,7-2
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,I_prostrate,7-2
ཚོགས་ཟུང་རྒྱ་མཚོ,ཚོགས་ཟུང་རྒྱ་མཚོ,ocean_of_two_accumulations,7-3
བསྲུབས་པའི,བསྲུབས་པའི,churned,7-3
སྙིང་པོའི་ཕུལ,སྙིང་པོའི་ཕུལ,supreme_essence,7-3
མཚན་དཔེའི་ཟླ་སྣང,མཚན་དཔེའི་ཟླ་སྣང,moon-like_form_of_marks_and_signs,7-3
ཡིད་ལ,ཡིད་ལ,in_the_mind,7-3
ཤར་ཙམ་གྱིས,ཤར་ཙམ་གྱིས,by_mere_arising,7-3
ཚེ་དང་ཡེ་ཤེས,ཚེ་དང་ཡེ་ཤེས,longevity_and_primordial_wisdom,7-3
ངལ་འཚོ,ངལ་འཚོ,respite,7-3
སྟེར་མཛད་པའི,སྟེར་མཛད་པའི,grant,7-3
འཕགས་མ,འཕགས་མ,Noble_Lady,7-3
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,Wish-Fulfilling_Wheel,7-3
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,I_prostrate,7-3
གསུང་གསང,གསུང་གསང,your_secret_speech,7-4
བཻ་ཌཱུར་རྒྱུད་མང,བཻ་ཌཱུར་རྒྱུད་མང,lapis_lazuli_lute,7-4
གཅིག་པུ་ལས,གཅིག་པུ་ལས,from_the_singular,7-4
དབྱངས་ཀྱི་ཡན་ལག,དབྱངས་ཀྱི་ཡན་ལག,melodic_branches,7-4
རྒྱ་མཚོའི,རྒྱ་མཚོའི,ocean_of,7-4
རོལ་མོ་ནི,རོལ་མོ་ནི,like_music,7-4
ཆོས་ཕུང་བྱེ་བའི,ཆོས་ཕུང་བྱེ་བའི,of_ten_million_Dharma-heaps,7-4
གདངས་སུ,གདངས་སུ,as_radiance,7-4
ཡོངས་ཤར་བ,ཡོངས་ཤར་བ,arises_fully,7-4
འཕགས་མ,འཕགས་མ,Noble_Lady,7-4
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,Wish-Fulfilling_Wheel,7-4
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,I_prostrate,7-4
གང་ཐུགས,གང་ཐུགས,your_heart-mind,7-5
གཉིས་སུ་མེད་པའི,གཉིས་སུ་མེད་པའི,non-dual,7-5
ཡེ་ཤེས་དབྱིངས,ཡེ་ཤེས་དབྱིངས,expanse_of_primordial_wisdom,7-5
གཟུང་འཛིན་སྤྲོས་པའི,གཟུང་འཛིན་སྤྲོས་པའི,of_conceptual_elaborations,7-5
འཇུག་ལྡང,འཇུག་ལྡང,engagement_and_emergence,7-5
བརྟུལ་གྱུར་ཀྱང,བརྟུལ་གྱུར་ཀྱང,though_withdrawn,7-5
རིག་དང་བརྩེ་བའི,རིག་དང་བརྩེ་བའི,of_awareness_and_love,7-5
གཟི་བརྗིད,གཟི་བརྗིད,splendor,7-5
མཐའ་ཡས་པ,མཐའ་ཡས་པ,boundless,7-5
འཕགས་མ,འཕགས་མ,Noble_Lady,7-5
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,Wish-Fulfilling_Wheel,7-5
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,I_prostrate,7-5
བྲལ་དང,བྲལ་དང,abandonment_and,7-6
རྣམ་པར་སྨིན་པ,རྣམ་པར་སྨིན་པ,full_maturation,7-6
མི་ཟད་པའི,མི་ཟད་པའི,inexhaustible,7-6
ཡོན་ཏན་དྲུག་ཅུ་རྩ་བཞིའི,ཡོན་ཏན་དྲུག་ཅུ་རྩ་བཞིའི,of_sixty-four_qualities,7-6
སྒེག,སྒེག,grace,7-6
འཆང་བས,འཆང་བས,possessing,7-6
སྲས་བཅས་རྒྱལ་ཀུན,སྲས་བཅས་རྒྱལ་ཀུན,all_Victors_and_heirs,7-6
བརྟན་པ་འཕྲོག་པའི,བརྟན་པ་འཕྲོག་པའི,who_captivates,7-6
ཡུམ,ཡུམ,Mother,7-6
འཕགས་མ,འཕགས་མ,Noble_Lady,7-6
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,Wish-Fulfilling_Wheel,7-6
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,I_prostrate,7-6
རྒྱུན་གྱིས་རྟག་ཅིང,རྒྱུན་གྱིས་རྟག་ཅིང,constant_in_continuity,7-7
མཁའ་མཐར,མཁའ་མཐར,like_space,7-7
ཁྱབ་པ་དང,ཁྱབ་པ་དང,all-pervading_and,7-7
ལྷུན་གྲུབ,ལྷུན་གྲུབ,spontaneously_accomplished,7-7
འདུ་མི་མཛད་པའི,འདུ་མི་མཛད་པའི,effortless,7-7
ཕྲིན་ལས་ཀྱིས,ཕྲིན་ལས་ཀྱིས,through_enlightened_activity,7-7
གདུལ་བྱའི་རེ་བ,གདུལ་བྱའི་རེ་བ,hopes_of_those_to_be_trained,7-7
སྐོང་མཛད,སྐོང་མཛད,fulfill,7-7
དཔག་བསམ་དབང,དཔག་བསམ་དབང,Lord_of_Wish-Fulfilling_Tree,7-7
འཕགས་མ,འཕགས་མ,Noble_Lady,7-7
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,Wish-Fulfilling_Wheel,7-7
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,I_prostrate,7-7
མདོར་ན,མདོར་ན,in_short,7-8
སྟོབས་བཅུ་མངའ་བ,སྟོབས་བཅུ་མངའ་བ,possessing_ten_powers,7-8
ཐམས་ཅད་ཀྱི,ཐམས་ཅད་ཀྱི,of_all,7-8
ཐུགས་བསྐྱེད་དམ་བཅའ,ཐུགས་བསྐྱེད་དམ་བཅའ,compassionate_resolve_and_sacred_vows,7-8
ཡོངས་སུ་རྫོགས་པའི,ཡོངས་སུ་རྫོགས་པའི,fully_perfecting,7-8
ཕྱིར,ཕྱིར,for_the_sake_of,7-8
འགྲོ་འདུལ་མཛད་པ,འགྲོ་འདུལ་མཛད་པ,deeds_to_tame_beings,7-8
བསམ་གྱིས་མི་ཁྱབ་པའི,བསམ་གྱིས་མི་ཁྱབ་པའི,inconceivable,7-8
འཕགས་མ,འཕགས་མ,Noble_Lady,7-8
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,Wish-Fulfilling_Wheel,7-8
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,I_prostrate,7-8
དེ་ལྟར,དེ་ལྟར,thus,7-9
གུས་པས,གུས་པས,with_devotion,7-9
ཕྱག་འཚལ,ཕྱག་འཚལ,I_prostrate,7-9
གསོལ་འདེབས་ན,གསོལ་འདེབས་ན,and_make_this_supplication,7-9
ཡེ་ཤེས་གཟིགས་པའི,ཡེ་ཤེས་གཟིགས་པའི,of_your_wisdom-vision,7-9
རྫོགས་ལྡན,རྫོགས་ལྡན,perfect_and_complete,7-9
སྤྲིན་ཆེན་ལས,སྤྲིན་ཆེན་ལས,from_great_clouds,7-9
དངོས་གྲུབ་འདོད་རྒུའི,དངོས་གྲུབ་འདོད་རྒུའི,of_desired_accomplishments,7-9
གྲུ་ཆར,གྲུ་ཆར,rain,7-9
རབ་གཡོ་བས,རབ་གཡོ་བས,let_fall,7-9
ཕན་བདེའི་དགའ་སྟོན,ཕན་བདེའི་དགའ་སྟོན,festival_of_benefit_and_happiness,7-9
རྒྱས་པར,རྒྱས་པར,to_flourish,7-9
བྱིན་གྱིས་རློབས,བྱིན་གྱིས་རློབས,grant_your_blessings,7-9
ན་མསྟཱ་ར་ཡེ,ན་མསྟཱ་ར་ཡེ,Homage_to_Tārā,8-1
ཁྱོད་མཚན,ཁྱོད་མཚན,your_name,8-2
ཐོས་པ་ཙམ་གྱིས་ཀྱང,ཐོས་པ་ཙམ་གྱིས་ཀྱང,merely_by_hearing,8-2
འགྲོ་རྣམས,འགྲོ་རྣམས,beings,8-2
འཁོར་མཚོ,འཁོར་མཚོ,ocean_of_cyclic_existence,8-2
ལས,ལས,from,8-2
སྒྲོལ་བའི,སྒྲོལ་བའི,liberates,8-2
ངོ་མཚར་ཁོ་ནར,ངོ་མཚར་ཁོ་ནར,by_this_wonder_alone,8-2
ཡིད་ཆགས་པས,ཡིད་ཆགས་པས,my_mind_is_captivated,8-2
རྩེ་གཅིག་གུས་པས,རྩེ་གཅིག་གུས་པས,with_single-pointed_devotion,8-2
གསོལ་འདེབས་ན,གསོལ་འདེབས་ན,I_pray_to_you,8-2
རབ་མཛེས,རབ་མཛེས,most_beautiful,8-3
མརྒད,མརྒད,emerald,8-3
བྱེ་བའི་རྡུལ,བྱེ་བའི་རྡུལ,millions_of_particles,8-3
གཅིག་ཏུ་སྤུངས་པའི,གཅིག་ཏུ་སྤུངས་པའི,gathered_into_one,8-3
དགེ་མཚན་ཅན,དགེ་མཚན་ཅན,possessing_auspicious_signs,8-3
མཛེས་སྐུ,མཛེས་སྐུ,your_beautiful_form,8-3
བདག་གི་མིག་ལམ་དུ,བདག་གི་མིག་ལམ་དུ,before_my_eyes,8-3
ཞི་འཛུམ་ཉམས་བརྒྱས,ཞི་འཛུམ་ཉམས་བརྒྱས,with_hundred_moods_of_peaceful_smiles,8-3
རོལ་པར་མཛོད,རོལ་པར་མཛོད,may_it_play,8-3
འཇིག་རྟེན,འཇིག་རྟེན,mundane,8-4
འཇིག་རྟེན་འདས་པ་ཡི,འཇིག་རྟེན་འདས་པ་ཡི,and_supramundane,8-4
དངོས་གྲུབ་རིན་ཆེན,དངོས་གྲུབ་རིན་ཆེན,precious_accomplishments,8-4
རྒྱ་མཚོའི་དབྱིག,རྒྱ་མཚོའི་དབྱིག,ocean's_treasure,8-4
རིག་པའི་གསང་སྔགས,རིག་པའི་གསང་སྔགས,secret_vidyā-mantra,8-4
གྲུབ་པ་ལས,གྲུབ་པ་ལས,through_attainment,8-4
ས་གསུམ,ས་གསུམ,three_worlds,8-4
ཕན་བདེ,ཕན་བདེ,benefit_and_happiness,8-4
སྦྱིན་གྱུར་ཅིག,སྦྱིན་གྱུར་ཅིག,may_you_bestow,8-4
ཟབ་ཅིང,ཟབ་ཅིང,profound_and,8-5
མཆོག་ཏུ་ཞི་བའི,མཆོག་ཏུ་ཞི་བའི,supremely_peaceful,8-5
དབྱིངས,དབྱིངས,expanse,8-5
ཕྱོགས་དང་ཆ་ལས,ཕྱོགས་དང་ཆ་ལས,from_directions_and_partiality,8-5
རྣམ་གྲོལ་བས,རྣམ་གྲོལ་བས,completely_free,8-5
བྱིན་གྱིས་བརླབས་པའི,བྱིན་གྱིས་བརླབས་པའི,of_your_blessing,8-5
སྐད་ཅིག་ལ,སྐད་ཅིག་ལ,in_the_moment,8-5
གཟུང་འཛིན,གཟུང་འཛིན,subject_and_object,8-5
དབུ་མར,དབུ་མར,into_central_channel,8-5
ཐིམ་མཛད་གསོལ,ཐིམ་མཛད་གསོལ,please_cause_to_dissolve,8-5
ཁྱད་པར,ཁྱད་པར,especially,8-6
སྙིགས་ལས་ཆེར་སྙིགས་པའི,སྙིགས་ལས་ཆེར་སྙིགས་པའི,most_degenerate_of_degenerate,8-6
དུས་ཀྱི་རྒུད་པས,དུས་ཀྱི་རྒུད་པས,by_decay_of_these_times,8-6
རབ་སྐྲག་རྣམས,རབ་སྐྲག་རྣམས,those_terrified,8-6
ཉིན་མཚན་མེད་པར,ཉིན་མཚན་མེད་པར,day_and_night,8-6
རྒྱལ་བའི་ཡུམ,རྒྱལ་བའི་ཡུམ,Mother_of_Victors,8-6
ཁྱོད་ལས,ཁྱོད་ལས,other_than_you,8-6
སྐྱབས་གཞན,སྐྱབས་གཞན,other_refuge,8-6
སེམས་པ་བྲལ,སེམས་པ་བྲལ,no_thought_of,8-6
དེ་སླད,དེ་སླད,therefore,8-7
ཐུགས་རྗེའི་ཕྱག,ཐུགས་རྗེའི་ཕྱག,your_hand_of_compassion,8-7
བརྐྱངས་ནས,བརྐྱངས་ནས,reaching_out,8-7
འཇིགས་པ་མཐའ་དག,འཇིགས་པ་མཐའ་དག,every_fear,8-7
བསལ་བ་དང,བསལ་བ་དང,dispel_and,8-7
ཀུན་དགའི་གནས་སུ,ཀུན་དགའི་གནས་སུ,in_state_of_supreme_bliss,8-7
དབུགས་དབྱུང་བའི,དབུགས་དབྱུང་བའི,grant_relief,8-7
སྐལ་པ་བཟང་པོ,སྐལ་པ་བཟང་པོ,good_fortune,8-7
གྲུབ་པར་མཛོད,གྲུབ་པར་མཛོད,grant_the_accomplishment,8-7
སླར་ལ,སླར་ལ,furthermore,8-8
གནས་སྐབས,གནས་སྐབས,for_the_time_being,8-8
སྡེ་བཞི་ཡི,སྡེ་བཞི་ཡི,of_the_fourfold,8-8
ཡོན་ཏན་མེ་ཏོག,ཡོན་ཏན་མེ་ཏོག,flowers_of_perfections,8-8
མཛེས་འབར་བར,མཛེས་འབར་བར,bloom_in_beauty,8-8
མཐར་ཐུག,མཐར་ཐུག,ultimately,8-8
སྐུ་གསུམ་མི་ཕྱེད་པའི,སྐུ་གསུམ་མི་ཕྱེད་པའི,of_indivisible_three_kāyas,8-8
ཟུང་འཇུག,ཟུང་འཇུག,union,8-8
སྙེ་མ་དུད་མཛད་གསོལ,སྙེ་མ་དུད་མཛད་གསོལ,please_grant_the_ripening_fruit,8-8
མདོར་ན,མདོར་ན,in_short,8-9
འདི་ནས་བྱང་ཆུབ་བར,འདི་ནས་བྱང་ཆུབ་བར,from_now_until_enlightenment,8-9
འཕགས་མ,འཕགས་མ,Noble_Lady,8-9
དགྱེས་པའི་སྤྱན་ཟུར་དང,དགྱེས་པའི་སྤྱན་ཟུར་དང,joyful_sidelong_glance,8-9
ནམ་ཡང་མི་འབྲལ,ནམ་ཡང་མི་འབྲལ,never_being_parted,8-9
འགྲོགས་པ་ལས,འགྲོགས་པ་ལས,being_accompanied,8-9
འདོད་དགུའི,འདོད་དགུའི,desired,8-9
རེ་ཁཱ,རེ་ཁཱ,excellence,8-9
རྫོགས་གྱུར་ཅིག,རྫོགས་གྱུར་ཅིག,may_be_perfectly_realized,8-9
བླ་མ,བླ་མ,gurus,9-1
དང་,དང་,and,9-1
སངས་རྒྱས,སངས་རྒྱས,buddhas,9-1
བྱང་ཆུབ་སེམས་དཔའ,བྱང་ཆུབ་སེམས་དཔའ,bodhisattvas,9-1
ཐམས་ཅད་ལ,ཐམས་ཅད་ལ,to_all,9-1
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,homage,9-1
བསྐལ་བཟང་སངས་རྒྱས་སྟོང་ལས,བསྐལ་བཟང་སངས་རྒྱས་སྟོང་ལས,than_thousand_buddhas_of_fortunate_aeon,9-2
ཁྱད་པར་དུ,ཁྱད་པར་དུ,more_distinguished,9-2
ངོ་མཚར,ངོ་མཚར,wondrous,9-2
ཨུ་དུམ་ཝཱ་ར་ལྟར,ཨུ་དུམ་ཝཱ་ར་ལྟར,like_udumbara_flower,9-2
འཕགས་ཤིང,འཕགས་ཤིང,noble,9-2
རྩོད་པའི་དུས་འདིར,རྩོད་པའི་དུས་འདིར,during_this_age_of_strife,9-2
ཞིང་ཁམས་ཡོངས,ཞིང་ཁམས་ཡོངས,this_whole_realm,9-2
བཟུང་བ,བཟུང་བ,took_hold_of,9-2
ཐུབ་མཆོག,ཐུབ་མཆོག,Supreme_Sage,9-2
དོན་ཀུན་གྲུབ་ལ,དོན་ཀུན་གྲུབ་ལ,to_Fulfiller_of_All_Aims,9-2
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,homage,9-2
ཕྱོགས་བཅུའི་སངས་རྒྱས,ཕྱོགས་བཅུའི་སངས་རྒྱས,buddhas_of_ten_directions,9-3
བྱང་སེམས,བྱང་སེམས,bodhisattvas,9-3
ཉན་རང་དང,ཉན་རང་དང,śrāvakas_and_pratyekabuddhas,9-3
འཇམ་དབྱངས,འཇམ་དབྱངས,Mañjuśrī,9-3
སྤྱན་གཟིགས,སྤྱན་གཟིགས,Avalokiteśvara,9-3
ཕྱག་ན་རྡོ་རྗེ་འཛིན,ཕྱག་ན་རྡོ་རྗེ་འཛིན,Holder_of_Vajra,9-3
བྱམས་པ་ལ་སོགས,བྱམས་པ་ལ་སོགས,Maitreya_and_the_rest,9-3
བྱང་ཆུབ་སེམས་དཔའ་དང,བྱང་ཆུབ་སེམས་དཔའ་དང,bodhisattvas,9-3
གནས་བརྟན་བཅུ་དྲུག,གནས་བརྟན་བཅུ་དྲུག,sixteen_elders,9-3
གཏད་རབས་ཆེན་པོ་བདུན,གཏད་རབས་ཆེན་པོ་བདུན,seven_great_successors,9-3
ཛམ་གླིང་རྒྱན་མཆོག,ཛམ་གླིང་རྒྱན་མཆོག,supreme_ornaments_of_Jambudvīpa,9-4
རྨད་བྱུང་སློབ་དཔོན་ཆེ,རྨད་བྱུང་སློབ་དཔོན་ཆེ,wondrous_great_masters,9-4
རྣལ་འབྱོར་དབང་ཕྱུག,རྣལ་འབྱོར་དབང་ཕྱུག,lords_of_yoga,9-4
བརྒྱད་ཅུ་རྩ་བཞི་སོགས,བརྒྱད་ཅུ་རྩ་བཞི་སོགས,eighty-four_and_the_rest,9-4
ཁྱད་པར,ཁྱད་པར,especially,9-4
བཀའ་དྲིན་མཉམ་མེད,བཀའ་དྲིན་མཉམ་མེད,incomparably_kind,9-4
པདྨ་འབྱུང,པདྨ་འབྱུང,Padmasambhava,9-4
ཞི་འཚོ,ཞི་འཚོ,Śāntarakṣita,9-4
ཁྲི་སྲོང,ཁྲི་སྲོང,Trisong_Detsen,9-4
བཻ་རོ,བཻ་རོ,Vairotsana,9-4
ཨ་ཏི་ཤ,ཨ་ཏི་ཤ,Atiśa,9-4
གོང་མ་རྣམ་ལྔ,གོང་མ་རྣམ་ལྔ,five_Sakya_patriarchs,9-5
མར་མི,མར་མི,Marpa_and_Milarepa,9-5
དྭགས་པོ་རྗེ,དྭགས་པོ་རྗེ,Gampopa,9-5
འཇམ་དབྱངས་བླ་མ་ལ་སོགས,འཇམ་དབྱངས་བླ་མ་ལ་སོགས,Mañjughoṣa_Lama_and_the_rest,9-5
རྒྱ་བོད་ཀྱི,རྒྱ་བོད་ཀྱི,of_India_and_Tibet,9-5
མཁས་དང་གྲུབ་པའི,མཁས་དང་གྲུབ་པའི,learned_and_accomplished,9-5
རིག་འཛིན་ཚོགས་རྣམས་དང,རིག་འཛིན་ཚོགས་རྣམས་དང,assemblies_of_vidyādharas,9-5
ཡི་དམ་ཞི་ཁྲོ,ཡི་དམ་ཞི་ཁྲོ,peaceful_and_wrathful_yidams,9-5
མཁའ་འགྲོ,མཁའ་འགྲོ,ḍākinīs,9-5
ཆོས་སྐྱོང་སོགས,ཆོས་སྐྱོང་སོགས,dharma_protectors_and_so_forth,9-5
ཐུགས་དམ,ཐུགས་དམ,sacred_commitment,9-5
གནད་ནས་བསྐུལ་ལོ,གནད་ནས་བསྐུལ་ལོ,I_invoke_from_the_depths,9-5
ཐུགས་རྗེས་དགོངས,ཐུགས་རྗེས་དགོངས,look_upon_us_with_compassion,9-5
ཐུབ་བསྟན,ཐུབ་བསྟན,Buddha's_teachings,9-6
འདུལ་བ,འདུལ་བ,Vinaya,9-6
མདོ་སྡེ,མདོ་སྡེ,Sūtra,9-6
མངོན་པ་དང,མངོན་པ་དང,and_Abhidharma,9-6
གསང་སྔགས་རྒྱུད་སྡེ་ཆེན་པོ,གསང་སྔགས་རྒྱུད་སྡེ་ཆེན་པོ,great_classes_of_Secret_Mantra_Tantras,9-6
རྣམ་པ་བཞི,རྣམ་པ་བཞི,the_four,9-6
གངས་ལྗོངས,གངས་ལྗོངས,Land_of_Snows,9-6
བཤད་བརྒྱུད་ཀ་ཆེན་བཅུ་པོ་དང,བཤད་བརྒྱུད་ཀ་ཆེན་བཅུ་པོ་དང,ten_great_pillars_of_scriptural_lineages_and,9-6
སྒྲུབ་བརྒྱུད,སྒྲུབ་བརྒྱུད,practice_lineages,9-6
ཤིང་རྟ་ཆེ་བརྒྱད་ལ་སོགས་པ,ཤིང་རྟ་ཆེ་བརྒྱད་ལ་སོགས་པ,eight_great_chariots_and_so_forth,9-6
ཐུབ་བསྟན,ཐུབ་བསྟན,Buddha's_teachings,9-6
མདོ་དང་སྔགས་ཀྱི,མདོ་དང་སྔགས་ཀྱི,of_Sūtra_and_Mantra,9-6
ཚུལ་མཐའ་དག,ཚུལ་མཐའ་དག,all_systems,9-6
ཤིན་ཏུ་ཉམས་པར་གྱུར་པ་འདི་ལ,ཤིན་ཏུ་ཉམས་པར་གྱུར་པ་འདི་ལ,fallen_into_extreme_decline,9-6
གཟིགས,གཟིགས,behold,9-6
ངེས་འབྱུང,ངེས་འབྱུང,renunciation,9-7
ཚུལ་ཁྲིམས,ཚུལ་ཁྲིམས,discipline,9-7
ངུར་སྨྲིག་རྒྱལ་མཚན་ཐོགས,ངུར་སྨྲིག་རྒྱལ་མཚན་ཐོགས,bear_victory_banner_of_saffron_robes,9-7
གཞན་ཕན་ཟོལ་མེད,གཞན་ཕན་ཟོལ་མེད,genuine_unfeigned_altruism,9-7
བྱང་ཆུབ་སེམས་དཔའ་དང,བྱང་ཆུབ་སེམས་དཔའ་དང,bodhisattvas,9-7
དམ་ཚིག་ལྡན་ཞིང,དམ་ཚིག་ལྡན་ཞིང,maintaining_samaya,9-7
བསྐྱེད་རྫོགས,བསྐྱེད་རྫོགས,generation_and_completion_stages,9-7
རིག་སྔགས་འཆང,རིག་སྔགས་འཆང,mantra-holders,9-7
མཚན་ཉིད་ལྡན་པ,མཚན་ཉིད་ལྡན་པ,qualified_ones,9-7
རི་མོའི་མར་མེ་ལྟར,རི་མོའི་མར་མེ་ལྟར,like_a_painted_lamp,9-7
གྱུར་པ་འདི་ལ,གྱུར་པ་འདི་ལ,who_have_become_this,9-7
ཡེ་ཤེས་སྤྱན་ལྡན་རྣམས,ཡེ་ཤེས་སྤྱན་ལྡན་རྣམས,possessors_of_wisdom-eye,9-7
ངེས་པར་དགོངས་ལ,ངེས་པར་དགོངས་ལ,look_upon_with_certainty,9-7
ཐུགས་རྗེས,ཐུགས་རྗེས,with_compassion,9-7
བསྐྱབ་ཏུ་གསོལ,བསྐྱབ་ཏུ་གསོལ,please_protect,9-7
དུས་ངན,དུས་ངན,degenerate_age,9-8
སྙིགས་མ་ལྔ་བདོའི,སྙིགས་མ་ལྔ་བདོའི,when_five_drosses_rampant,9-8
སེམས་ཅན་རྣམས,སེམས་ཅན་རྣམས,sentient_beings,9-8
ཉོན་མོངས་སྟོབས་དྲག,ཉོན་མོངས་སྟོབས་དྲག,powerful_force_of_afflictions,9-8
འདོད་སྲེད་འཆིང་བས,འདོད་སྲེད་འཆིང་བས,by_shackles_of_craving,9-8
བཅིངས,བཅིངས,bound,9-8
བསྟན་ལ་ཞུགས་རྣམས,བསྟན་ལ་ཞུགས་རྣམས,those_who_entered_teachings,9-8
ཕྲག་དོག་རླུང་དམར་གྱིས,ཕྲག་དོག་རླུང་དམར་གྱིས,by_red_wind_of_jealousy,9-8
བསྟན་པ་ནང་དཀྲུགས,བསྟན་པ་ནང་དཀྲུགས,teachings_agitated_within,9-8
ལྟ་བའི་སྙིགས་མ་རྒྱས,ལྟ་བའི་སྙིགས་མ་རྒྱས,dregs_of_degenerate_views_flourish,9-8
རྩོད་པ་ཅན་དུ་གྱུར་པས,རྩོད་པ་ཅན་དུ་གྱུར་པས,having_become_age_of_contention,9-9
བསྟན་སེལ་གྱི,བསྟན་སེལ་གྱི,of_those_who_undermine_teachings,9-9
གྲིབ་ཀྱིས,གྲིབ་ཀྱིས,through_pollution,9-9
ཆོས་སྐྱོང་དཀར་ཕྱོགས་སྲུང་མ,ཆོས་སྐྱོང་དཀར་ཕྱོགས་སྲུང་མ,Dharma_protectors_of_virtuous_side,9-9
གཡེལ,གཡེལ,become_indifferent,9-9
རྒྱལ་ཁམས་ཀུན་ཏུ,རྒྱལ་ཁམས་ཀུན་ཏུ,throughout_every_land,9-9
ལྷ་མིན,ལྷ་མིན,asuras,9-9
ཀླ་ཀློས་ཁེངས,ཀླ་ཀློས་ཁེངས,barbarians_abound,9-9
འདི་དང་འདི་འདྲར་གྱུར་པས,འདི་དང་འདི་འདྲར་གྱུར་པས,through_these_and_similar_circumstances,9-9
བསྟན་པ་བསྣུབས,བསྟན་པ་བསྣུབས,teachings_destroyed,9-9
ཀྱེ་མ་ཀྱི་ཧུད,ཀྱེ་མ་ཀྱི་ཧུད,alas,9-10
མགོན་པོ་ཐུགས་རྗེ་ཅན,མགོན་པོ་ཐུགས་རྗེ་ཅན,O_compassionate_Protector,9-10
ཁྱོད་རྣམས་ཐུགས་དམ,ཁྱོད་རྣམས་ཐུགས་དམ,your_sacred_vows,9-10
མཐུ་རྩལ་སྟོབས་བསྐྱེད་ལ,མཐུ་རྩལ་སྟོབས་བསྐྱེད་ལ,exert_power_and_might,9-10
དུས་ངན་སྐྱོ་བས,དུས་ངན་སྐྱོ་བས,by_sorrows_of_degenerate_times,9-10
ཞུམ་པ་ཅི་ལ་མངའ,ཞུམ་པ་ཅི་ལ་མངའ,why_would_you_be_discouraged,9-10
སྟོབས་བཅུའི་དབང་ཕྱུག,སྟོབས་བཅུའི་དབང་ཕྱུག,lords_of_ten_strengths,9-11
